"Name","Address","Description","Longitude","Latitude","TimeStamp","TimeSpan:begin","TimeSpan:end","GettyID",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1674","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1674","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1674","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1674","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1674","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1674","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1675","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1675","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1675","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1675","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1675","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1675","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1675","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1675","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1675","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1675","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1675","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1676","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1676","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1676","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1676","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1676","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1676","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1676","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1676","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1676","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1676","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1677","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1677","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1677","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1677","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1677","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1677","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1677","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1677","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1677","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1677","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1677","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1677","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1677","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1677","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1677","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1677","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1677","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1677","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1677","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1677","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1678","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1678","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1678","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1678","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1678","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1678","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1678","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1678","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1678","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1679","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1679","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1679","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1679","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1680","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1680","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1680","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1680","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1680","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1680","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1680","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1681","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1681","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1681","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1681","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1681","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1681","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1681","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1682","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1682","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1682","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1682","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1683","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1683","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1683","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1684","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1684","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1684","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1684","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1684","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1684","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1684","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1684","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1684","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1685","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1685","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1685","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1685","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1685","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1685","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1685","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1685","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1685","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1685","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1685","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1685","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1685","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1686","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1686","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1686","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1686","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1686","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1686","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1686","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1686","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1686","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1687","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1687","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1687","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1687","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1687","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1687","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1687","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1687","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1687","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1687","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1688","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1688","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1688","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1688","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1689","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1689","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1689","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1689","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1689","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1689","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1689","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1690","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1690","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1690","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1690","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1690","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1690","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1691","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1691","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1691","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1691","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1691","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1691","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1691","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1691","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1692","","",""
"Sulzbach","Sulzbach","Sulzbach","11.74598","49.50126","1692","","",""
