"Name","Address","Description","Longitude","Latitude","TimeStamp","TimeSpan:begin","TimeSpan:end","GettyID",""
"Antwerpen","Antwerpen","Antwerpen","4.40346","51.21989","","","",""
"Basel","Basel","Basel","7.57327","47.55839","1540","","",""
"Basel","Basel","Basel","7.57327","47.55839","1551","","",""
"Rom","Rom","Rom","12.51133","41.89193","1587","","",""
