sep=,
id,pageCat,imageCat,numberCat,itemInVolume,titleCat,titleBib,titleNormalized,author1,author2,author3,author4,contributor1,contributor2,contributor3,contributor4,place1,place2,publishers,year,format,histSubject,subjects,genres,mediaType,languages,systemManifestation,idManifestation,institutionOriginal,shelfmarkOriginal,provenanceAttribute,digitalCopyOriginal,targetOPAC,searchID,titleWork,systemWork,idWork,bound,comment,digitalCopy,copiesHAB
liddel119,,,,0,,"Caroli Clusii aliquot notae in Garciae aromatum historiam",,"L'Ecluse, Charles de#118890646",,,,,,,,Antwerpen,,Plantin,1582,,,Pharmazie,,Book,lat,GBV,226600092,"Aberdeen, Sir Duncan Rice Library","pi 613 Ran 1",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398041,,,,1,,,
liddel120,,,,0,,"Baptistae Codronchii de vitiis vocis, libri duo",,"Codronchius, Baptista#124764584",,,,,,,,"Frankfurt am Main",,Wechel,1597,,,Pathologie,,Book,lat,VD16,"C 4481","Aberdeen, Sir Duncan Rice Library","pi 61089 h",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398270,,,,1,,,
liddel121,,,,0,,"Disputationum medicarum de febris pestilentis cognitione et curatione, libri duo: / autore Gerardo Columba. Accessit tractatus singularis Nicolai Macchelli medici Mutimensis de morbo gallico, eiusque curatione",,"Columba, Gerardo#124549179",,,,,,,,"Frankfurt am Main",,Beati,1601,,,Pathologie,,Book,lat,VD17,23:292935F,"Aberdeen, Sir Duncan Rice Library","pi 61089 g",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398269,,,,1,,,
liddel122,,,,0,,"Realdi Columbi de re anatomica libri XV",,"Colombo, Realdo#119341026",,,,,,,,Paris,,Wechel,1572,,,Anatomie,,Book,lat,GBV,151700265,"Aberdeen, Sir Duncan Rice Library","pi 611 Col 1",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398005,,,,1,,,
liddel123,,,,0,,"Ioan. Petri Contareni Veneti Historiae de bello nuper Venetis a Selimo II. Turcarum Imperatore illato, liber unus",,"Contarini, Giovanni Pietro#104326034",,,,,,,,Basel,,Perna,1573,,,Geschichte,,Book,lat,VD16,"C 4966","Aberdeen, Sir Duncan Rice Library","pi 089 u",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},688413,,,,1,,,
liddel124,,,,0,,"De revolutionibus orbium caelestium",,"Kopernikus, Nikolaus#118565273",,,,,,,,Nürnberg,,Petreius,1543,,,Astronomie,,Book,lat,VD16,"K 2099","Aberdeen, Sir Duncan Rice Library","pi f521 Cop 1²",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},1381380,,,,1,,,
liddel125,,,,0,,"De revolutionibus orbium caelestium",,"Kopernikus, Nikolaus#118565273",,,,,,,,Basel,,Petri,1566,,,Astronomie,,Book,lat,VD16,"K 2100","Aberdeen, Sir Duncan Rice Library","pi f521 Cop 2²",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},1381638,,,,1,,,
liddel126,,,,0,,"De igneis medicinae praesidiis libri duo",,"Costeo, Giovanni#133059588",,,,,,,,Venedig,,Meittum,1595,,,Medizin,,Book,lat,GBV,150282885,"Aberdeen, Sir Duncan Rice Library","pi 615089 b",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},401249,,,,1,,,
liddel127,,,,0,,"Diexodus medica de hepatis dispositionibus in publicam collationem",,"Craig, John#13824426X",,,,,,,,Basel,,Ostein,1580,,,Pathologie,,Book,lat,GBV,0,"Aberdeen, Sir Duncan Rice Library","pi 61089 t",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},397987,,,,1,,,
liddel128,,,,0,,"Hieronymi Crassi tractatus",,"Crasso, Girolamo#100094147",,,,,,,,Venedig,,Ziletti,1562,,,Pathologie,,Book,lat,GBV,145463613,"Aberdeen, Sir Duncan Rice Library","pi 616904 Fal",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398471,,,,1,,,
liddel129,,,,0,,"Consiliorum & epistolarum medicinalium [v. 1-5]",,"Crato, Johannes#119440067",,,,,,,,"Frankfurt am Main",,Wechel,1591-1594,,,Consilia,,Book,lat,VD16,"C 5706","Aberdeen, Sir Duncan Rice Library","pi 6108 Cra 1",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},858211,,,,1,,,
liddel130,,,,0,,"Medulla destillatoria et medica",,"Khunrath, Conrad#124521401",,,,,,,,Schleswig,,Wegener,1594,,,Pharmazie,,Book,ger,VD16,"ZV 8926","Aberdeen, Sir Duncan Rice Library","pi 54248 Cun",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398358,,,,1,,,
liddel131,,,,0,,"Lexicon graecolatinum recentiss",,"Estienne, Henri#118862758",,,,,,,,Genf,,Laemarium,1593,,,Literatur,,Book,lat;grc,GBV,309927331,"Aberdeen, Sir Duncan Rice Library","pi 4837 Est S 1",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},402127,,,,1,,,
liddel132,,,,0,,"Dionis Chrysostomi elegantes & perbreves orationes duae : altera de philosophia, altera de philosopho",,"Dio Chrysostomus#11867966X",,,,,,,,Helmstedt,,Lucius,1600,,,Rhetorik,,Book,grc,VD16,"ZV 4579","Aberdeen, Sir Duncan Rice Library","pi 089 u",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},688343,,,,1,,,
liddel133,,,,0,,"De exercitio dicendi : oratio",,"Dio Chrysostomus#11867966X",,,,,,,,Helmstedt,,Lucius,1595,,,Rhetorik,,Book,lat,VD16,"ZV 4578","Aberdeen, Sir Duncan Rice Library","pi 089 r",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},397512,,,,1,,,
liddel134,,,,0,,"Pedanii Dioscoridis de medicinali materia, libri sex",,"Dioscorides, Pedanius#118843400",,,,,,,,Lyon,,Arnollet,1550,,,"Antike Medizin",,Book,lat,GBV,36625720X,"Aberdeen, Sir Duncan Rice Library","pi 615 Dio R 2",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},401215,,,,1,,,
liddel135,,,,1,,"Florum, et coronariarum odoratarumque nonnullarum herbarum historia",,"Dodoens, Rembert#117646083",,,,,,,,Antwerpen,,Plantin,1568,,,Pharmazie,,Book,lat,GBV,142926485,"Aberdeen, Sir Duncan Rice Library","pi 58089 Dod f",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398397,,,,1,,,
liddel136,,,,2,,"Historia frumentorum, leguminum, palustrium et aquatilium herbarum, ac eorum, quae eo pertinent",,"Dodoens, Rembert#117646083",,,,,,,,Antwerpen,,Plantin,1569,,,Pharmazie,,Book,lat,GBV,163824991,"Aberdeen, Sir Duncan Rice Library","pi 58089 Dod f",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398399,,,,1,,,
liddel137,,,,0,,"Purgantium aliarumque eo facientium, tum et radicum, conuoluulorum ac deleteriarum herbarum histori libri IIII",,"Dodoens, Rembert#117646083",,,,,,,,Antwerpen,,Plantin,1574,,,Pharmazie,,Book,lat,GBV,143110187,"Aberdeen, Sir Duncan Rice Library","pi 58089 Dod p",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398400,,,,1,,,
liddel138,,,,1,,"Dictionarium Theophrasti Paracelsi, continens obscuriorum vocabulorum, quibus in suis scriptus passim utitur, definitiones",,"Dorn, Gerhard#12443794X",,,,,,,,"Frankfurt am Main",,Rab,1583,,,Alchemie,,Book,lat,VD16,"D 2403","Aberdeen, Sir Duncan Rice Library","SB 6102 Fer",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},1165382,,,,1,,,
liddel139,,,,2,,"Ios. Quercetani cons. et medici regii Liber de priscorum philosophorum verae medicinae materia, praeparationis modo, atque in curandis morbis, praestantia",,"Du Chesne, Joseph#124523072",,,,,,,,Genf,,Vignon,1603,,,Medizin,,Book,lat,GBV,151569495,"Aberdeen, Sir Duncan Rice Library","SB 6102 Fer",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},1165301,,,,1,,,
liddel140,,,,0,,"Ad veritatem hermeticae medicinae ex Hippocratis veterumque decretis ac therapeusi, nec non viuae rerum anatomicae exegesi, ipsiusque naturae luce stabliliendam, adversus cuiusdam anonymi phatasmata responsio",,"Du Chesne, Joseph#124523072",,,,,,,,"Frankfurt am Main",,Richter,1605,,,Medizin,,Book,lat,VD17,39:116425M,"Aberdeen, Sir Duncan Rice Library","pi 5401 Joan",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},1146564,,,,1,,,
liddel141,,,,0,,"Historia plantarum. Earum imagines, nomenclaturae qualitates, & natale solum",,"Du Pinet, Antoine#139220089",,,,,,,,Lyon,,Cotier,1561,,,Pharmazie,,Book,lat,GBV,150726171,"Aberdeen, Sir Duncan Rice Library","pi 58 Du P 1",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398374,,,,1,,,
liddel142,,,,0,,"Moralis philosophiae medulla ... nempe Epicteti enchiricion",,Epictetus#118530577,,,,,,,,Straßburg,,Rihel,1554,,,Philosophie,,Book,lat;grc,VD16,"E 1609","Aberdeen, Sir Duncan Rice Library","pi 1887 e K",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},400477,,,,1,,,
liddel143,,,,0,,"Apophthegmatum ex optimis utriusque linguae scriptoribus, per Des. Erasmum Rot. collectorum, libri VIII",,"Erasmus, Desiderius#118530666",,,,,,,,Basel,,Froben,1558,,,Literatur,,Book,lat,VD16,"E 2046","Aberdeen, Sir Duncan Rice Library","pi 1899 Era ap 3",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},851788,,,,1,,,
liddel144,,,,0,,"Familiarium colloquiorum Des. Erasmi Rot. opus, ex postrema autoris recognitione, adiectis in margine difficilium locorum scholiis",,"Erasmus, Desiderius#118530666",,,,,,,,Köln,,Gymnich,1551,,,Literatur,,Book,lat,VD16,"E 2402","Aberdeen, Sir Duncan Rice Library","pi 1899 Era c G",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},851856,,,,1,,,
liddel145,,,,0,,"Disputatio de putredine: in qua natura, differentiae, et causa putredinis, ex Aristotele, & ipsa rerum evidentia, clarè exponitur, consensio inter philosophos & medicos declaratur, omnia denique ad perfectam eius notitiam necessaria, diligenter explicantur",,"Erastus, Thomas#118685066",,,,,,,,Basel,,Ostein,1580,,,Pathologie,,Book,lat,VD16,"E 3677","Aberdeen, Sir Duncan Rice Library","pi 61089 t",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},1199914,,,,1,,,
liddel146,,,,0,,"Euclidis Megarensis Geometricorum eleme[n]torum libri XV",,Euclides#118638955,,,,,,,,Paris,,Estienne,1516,,,Mathematik,,Book,lat,GBV,150635559,"Aberdeen, Sir Duncan Rice Library","pi f5131 Euc 1",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},857712,,,,1,,,
liddel147,,,,0,,"Gulielmi Fabricii selectae observationes chirurgicae quinque & viginti",,"Fabricius Hildanus, Wilhelm#118531751",,,,,,,,Lyon,,Cartier,1598,,,Chirurgie,,Book,lat,GBV,312939965,"Aberdeen, Sir Duncan Rice Library","pi 61692 Pla",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398490,,,,1,,,
liddel148,,,,0,,"Gabrielis Faloppii libelli duo : alter de ulceribus, alter de tumoribus praeter naturam",,"Falloppio, Gabriele#117498564",,,,,,,,Venedig,,Bertelli,1563,,,Medizin,,Book,lat,GBV,145464040,"Aberdeen, Sir Duncan Rice Library","pi 616904 Fal",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398470,,,,1,,,
liddel149,,,,0,,"Gabrielis Falloppii opera quae adhuc extant omnia",,"Falloppio, Gabriele#117498564",,,,,,,,"Frankfurt am Main",,Wechel,1584,,,Medizin,,Book,lat,VD16,"F 579","Aberdeen, Sir Duncan Rice Library","pi f6102 Fal 1",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398087,,,,1,,,
liddel150,,,,1,,"Io. Fernelii de abditis rerum causis libri duo",,"Fernel, Jean#119220903",,,,,,,,"Frankfurt am Main",,Wechel,1581,,,Medizin,,Book,lat,VD16,"F 760","Aberdeen, Sir Duncan Rice Library","pi 6102 Fer 1",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398088,,,,1,,,
liddel151,,,,2,,"Io. Fernelii Ambiani, universa medicina",,"Fernel, Jean#119220903",,,,,,,,"Frankfurt am Main",,Wechel,1581,,,Medizin,,Book,lat,VD16,"F 772","Aberdeen, Sir Duncan Rice Library","pi 6102 Fer 1",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},858171,,,,1,,,
liddel152,,,,0,,"Medicinalium consiliorum ... centuria",,"Fernel, Jean#119220903",,,,,,,,"Frankfurt am Main",,Wechel,1593,,,Consilia,,Book,lat,VD16,"F 768","Aberdeen, Sir Duncan Rice Library","pi 61089 g",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398267,,,,1,,,
liddel153,,,,0,,"Therapeutices vniuersalis, seu medendi rationis, libri septem",,"Fernel, Jean#119220903",,,,,,,,"Frankfurt am Main",,Wechel,1581,,,Therapeutik,,Book,lat,GBV,151593434,"Aberdeen, Sir Duncan Rice Library","pi 6155 Fer 2",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},401321,,,,1,,,
liddel154,,,,0,,"De vacuandi ratione liber",,"Fernel, Jean#119220903",,,,,,,,Lyon,,Rouille,1549,,,Therapeutik,,Book,lat,GBV,66608864,"Aberdeen, Sir Duncan Rice Library","pi 61246 Vas",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398028,,,,1,,,
liddel155,,,,0,,"Vera medendi methodus, duobus libris comprehensa",,"Ferrier, Auger#172908213",,,,,,,,Lyon,,Fabrius,1602,,,Therapeutik,,Book,lat,GBV,150567197,"Aberdeen, Sir Duncan Rice Library","SB 6102 Fer",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},617739,,,,1,,,
liddel156,,,,0,,"Marsilii Ficini de vita libri tres",,"Ficinus, Marsilius#118532855",,,,,,,,Basel,,Westemerum,1541,,,Philosophie,,Book,lat,VD16,"F 949","Aberdeen, Sir Duncan Rice Library","pi 613 Fic",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398032,,,,1,,,
liddel157,,,,0,,"Thomae Finkii Flenspurgensis geometriae rotundi libri xiiii",,"Finck, Thomas#116514272",,,,,,,,Basel,,Henripetri,1583,,,Mathematik,,Book,lat,VD16,"F 1076","Aberdeen, Sir Duncan Rice Library","pi 51321 Fin",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},401089,,,,1,,,
liddel158,,,,0,,Astronomicon,,"Firmicus Maternus, Iulius#118683659",,,,,,,,Basel,,Hervag,1533,,,Astronomie,,Book,lat,VD16,"F 1119","Aberdeen, Sir Duncan Rice Library","pi f5131 Euc 1",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},1547627,,,,1,,,
liddel159,,,,0,,"Observationum et curationum medicinalium. Book 29",,"Foreest, Pieter van#118994808",,,,,,,,Leiden,,Plantin,1603,,,Pathologie,,Book,lat,GBV,150330057,"Aberdeen, Sir Duncan Rice Library","SB 6102 Fer",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},1165387,,,,1,,,
liddel160,,,,1,,"Obseruationum et curationum medicinalium libri tres, nempe tertius de febribus, intermittentibus, quartus de hecticis : ac quintus de febribus compositis",,"Foreest, Pieter van#118994808",,,,,,,,Leiden,,Plantin,1589,,,Pathologie,,Book,lat,GBV,211701629,"Aberdeen, Sir Duncan Rice Library","pi 616 For 1",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},401373,,,,1,,,
liddel161,,,,2,,"Obseruationum & curationum medicinalium de febribus ephemeris et continuis libri duo",,"Foreest, Pieter van#118994808",,,,,,,,Leiden,,Plantin,1589,,,Pathologie,,Book,lat,GBV,25272609X,"Aberdeen, Sir Duncan Rice Library","pi 616 For 1",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},401375,,,,1,,,
liddel162,,,,3,,"Obseruationum & curationum medicinalium de febribus publice grassantibus liber sextus",,"Foreest, Pieter van#118994808",,,,,,,,Leiden,,Plantin,1591,,,Pathologie,,Book,lat,GBV,211702390,"Aberdeen, Sir Duncan Rice Library","pi 616 For 1",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},401374,,,,1,,,
liddel163,,,,4,,"Obseruationum & curationonm[sic] medicinalium de febribus publice grassantibus liber sixtus [Dublette?]",,"Foreest, Pieter van#118994808",,,,,,,,Leiden,,Plantin,1591,,,Pathologie,,Book,lat,GBV,0,"Aberdeen, Sir Duncan Rice Library","pi 616 For 1",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},401377,,,,1,,,
liddel164,,,,5,,"Obseruationum et curationum medicinalium libri tres, nempe tertius de febribus intermittentibus, quartus de hecticis : ac quintus de febribus compositis",,"Foreest, Pieter van#118994808",,,,,,,,Leiden,,Plantin,1591,,,Pathologie,,Book,lat,GBV,145291928,"Aberdeen, Sir Duncan Rice Library","pi 616 For 1",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},401376,,,,1,,,
liddel165,,,,6,,"Obseruationum & curationum medicinalium de febribus ephemeris et continuis libri duo",,"Foreest, Pieter van#118994808",,,,,,,,Leiden,,Plantin,1593,,,Pathologie,,Book,lat,GBV,211701084,"Aberdeen, Sir Duncan Rice Library","pi 616 For 1",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},401372,,,,1,,,
liddel166,,,,0,,"Observationum et curationum medicinalium libri tres",,"Foreest, Pieter van#118994808",,,,,,,,Leiden,,Plantin,1590,,,Pathologie,,Book,lat,GBV,150330014,"Aberdeen, Sir Duncan Rice Library","pi 616 For 2",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},401379,,,,1,,,
liddel167,,,,0,,"De Holometri fabrica et usu instrumento geometrico olim ab Abele Fullonio ... invento",,"Foullon, Abel#100815235",,,,,,,,Basel,,Perna,1577,,,Mathematik,,Book,lat,VD16,"F 1942","Aberdeen, Sir Duncan Rice Library","pi f5108 Fou",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},401045,,,,1,,,
liddel168,,,,0,,"Le cose maravigliose dell' alma citta di Roma",,"Franzini, Girolamo#123614805",,,,,,,,Rom,,Blado,1561,,,Geographie,,Book,ita,GBV,0,"Aberdeen, Sir Duncan Rice Library","pi 91(456) Fra",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},859668,,,,1,,,
liddel169,,,,0,,"Salomonis Frencelii de concordia oratio",,"Frenzel von Friedenthal, Salomon#100126030",,,,,,,,Helmstedt,,Lucius,1597,,,Politik,,Book,lat,VD16,"F 2650","Aberdeen, Sir Duncan Rice Library","pi 8085 Cas",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},859004,,,,1,,,
liddel170,,,,0,,"Salomonis Frencelii de triplici Patria oratio. Habita in Academiâ Iulia. Accesserunt clarorum virorum Epistolae, etc",,"Frenzel von Friedenthal, Salomon#100126030",,,,,,,,Helmstedt,,Lucius,1594,,,Philosophie,,Book,lat,VD16,"F 2662","Aberdeen, Sir Duncan Rice Library","pi 089 r",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},397513,,,,1,,,
liddel171,,,,0,,"De sanandis totius humani corporis malis libri quinque",,"Fuchs, Leonhart#119059487",,,,,,,,Lyon,,Frellon,1547,,,Medizin,,Book,lat,GBV,594232872,"Aberdeen, Sir Duncan Rice Library","pi 6155 Fuc 3",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},401327,,,,1,,,
liddel172,,,,0,,"Methodus seu ratio compendiaria cognoscendi veram solidamque medicinam",,"Fuchs, Leonhart#119059487",,,,,,,,Paris,,"Du Puys",1550,,,Medizin,,Book,lat,GBV,367858444,"Aberdeen, Sir Duncan Rice Library","pi 6107 Fuc",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398203,,,,1,,,
liddel173,,,,0,,"Programma P.P. in funere lectissimae foeminae, coniugis doctissimi viri Theodori Hupaei, ICti",,"Sigfridus, Johannes#100407749",,,,,,,,Helmstedt,,Lucius,1602,,,Gelegenheitsschrift,,Book,lat,VD17,23:278635K,"Aberdeen, Sir Duncan Rice Library","pi 089 u",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},688336,,,,1,,,
liddel174,,,,0,,"De lumbricis alvum occupantibus, ac de ratione curandi eos, qui ab illis infestantur, commentarius, / Hieronymo Gabucino Fanensi autore. Index omnium capitum rerumq[ue] hoc libro memorabilium, cum Graecarum vocum interpretatione accuratissima",,"Gabuccini, Girolamo#100136532",,,,,,,,Lyon,,Rouille,1549,,,Pathologie,,Book,lat,GBV,313101043,"Aberdeen, Sir Duncan Rice Library","pi 61246 Vas",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398027,,,,1,,,
liddel175,,,,0,,"Io. Baptistae Montani in libros Galeni de arte curandi ad Glauconem explanationes",,"Monte, Giovanni Battista da#128545720",,,,,,,,Venedig,,Constantinus,1554,,,"Antike Medizin",,Book,lat,GBV,313082413,"Aberdeen, Sir Duncan Rice Library","pi 8889:61 Gal ar M",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},457494,,,,1,,,
liddel176,,,,0,,"Clavdii Galeni Pergamensis De tuenda ualetudine secunda, libri sex",,Galenus#118537202,,,,,,,,Basel,,Lasius,1538-1539,,,"Antike Medizin",,Book,grc,VD16,"G 200","Aberdeen, Sir Duncan Rice Library","pi 8889:61 Gal sa",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},861249,,,,1,,,
liddel177,,,,0,,"Claudii Galeni Pergameni Asclepiadeae verae veterisque medicinae instauratoris liber absolutissimus, quem tekhnen iatriken, hoc est, artem medicinalem, inscripsit",,Galenus#118537202,,,,,,,,Basel,,Westemer,1541,,,"Antike Medizin",,Book,lat,VD16,"G 142","Aberdeen, Sir Duncan Rice Library","pi 5401 Lul",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},857626,,,,1,,,
liddel178,,,,1,,"Galeni aureolus libellus : quomodo quis & dinoscat & sanet proprios animi sui affectus: ex emendatione accurata",,Galenus#118537202,,,,,,,,Helmstedt,,Lucius,1592,,,"Antike Medizin",,Book,grc;lat,VD16,"G 191","Aberdeen, Sir Duncan Rice Library","pi 089 r",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},851244,,,,1,,,
liddel179,,,,2,,"Galeni libellus quemadmodum quis animi sui affectus dinoscat & corrigat. / Joanne Caselio interprete",,Galenus#118537202,,,,,,,,Helmstedt,,Lucius,1596,,,"Antike Medizin",,Book,lat,VD16,"G 192","Aberdeen, Sir Duncan Rice Library","pi 089 r",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},851242,,,,1,,,
liddel180,,,,0,,"Epitomes omnium Galeni ... operum ... sectio prima (-quarta) per Andream Locunam ... collecta",,Galenus#118537202,,,,,,,,Venedig,,Scotus,1548,,,"Antike Medizin",,Book,lat,GBV,145254526,"Aberdeen, Sir Duncan Rice Library","pi 8889:61 Gal e L",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},861234,,,,1,,,
liddel181,,,,0,,"Cl. Galeni ... omnia, quae extant, in Latinum sermonem conversa ... His accedunt nunc primum Con. Gesneri Praefatio et Prolegomena tripartita, De vita Galeni, eiusque libris et interpretibus. Ex III. Officin. Frobenianae editione",,Galenus#118537202,,,,,,,,Basel,,Froben,1561-1562,,,"Antike Medizin",,Book,lat,VD16,"ZV 6336","Aberdeen, Sir Duncan Rice Library","pi f8889:61 Gal G 2",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},861262,,,,1,,,
liddel182,,,,0,,"Theatrum Galeni, hoc est, universae medicinae a ... Galeno traditae promptuarium, quo vel indicis loco in omnes Galeni libros",,Galenus#118537202,,,,,,,,Basel,,Episcopius,1568,,,"Antike Medizin",,Book,lat,VD16,"G 132","Aberdeen, Sir Duncan Rice Library","pi f8889:61 Gal Mun",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},861268,,,,1,,,
liddel183,,,,0,,"De arthritidis praeseruatione, et curatione clarorum medicorum, consilia",,"Garet, Henri#119681447",,,,,,,,"Frankfurt am Main",,Wechel,1592,,,Pathologie,,Book,lat,VD16,"G 407","Aberdeen, Sir Duncan Rice Library","pi 616923 Cam 1",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398494,,,,1,,,
liddel184,,,,0,,"Auli Gellii luculentissimi scriptoris, Noctes Atticae. Accesserunt ... Petri Mosellani in easdem perdoctae annotationes, suis quaeque locis appositae",,"Gellius, Aulus#174132174",,,,,,,,Köln,,Gymnich,1537,,,Rhetorik,,Book,lat,VD16,"ZV 6483","Aberdeen, Sir Duncan Rice Library","pi 8789 Gel Mo",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},859888,,,,1,,,
liddel185,,,,0,,"Gemmae Frisii de radio astronomico et geometrico liber",,"Gemma Frisius, Rainer#111548993",,,,,,,,Antwerpen,,Bontiou,1545,,,Astronomie,,Book,lat,GBV,350272972,"Aberdeen, Sir Duncan Rice Library","pi 525 Api c",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},401193,,,,1,,,
liddel186,,,,0,,"Epistolarum medicinalium libri III",,"Gessner, Conrad#118694413",,,,,,,,Zürich,,Frosch,1577,,,Consilia,,Book,lat,VD16,"G 1719","Aberdeen, Sir Duncan Rice Library","pi 6104 Ges",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398174,,,,1,,,
liddel187,,,,0,,"Sanitatis tuendae praecepta",,"Gessner, Conrad#118694413",,,,,,,,Zürich,,Gesner,1556,,,Diätetik,,Book,lat,VD16,"G 1794","Aberdeen, Sir Duncan Rice Library","pi 615089 c",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},401254,,,,1,,,
liddel188,,,,0,,"In nonum librum Rasis Arabis medici ad Almansorem regem, de partium morbis eruditissima commentaria",,"Giachini, Leonardo#100288286",,,,,,,,Basel,,Perna,1564,,,Pathologie,,Book,lat,VD16,"G 1940","Aberdeen, Sir Duncan Rice Library","pi 61589 Muh G 1",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},401357,,,,1,,,
