sep=,
id,pageCat,imageCat,numberCat,itemInVolume,titleCat,titleBib,titleNormalized,author1,author2,author3,author4,contributor1,contributor2,contributor3,contributor4,place1,place2,publishers,year,format,histSubject,subjects,genres,mediaType,languages,systemManifestation,idManifestation,institutionOriginal,shelfmarkOriginal,provenanceAttribute,digitalCopyOriginal,targetOPAC,searchID,titleWork,systemWork,idWork,bound,comment,digitalCopy,copiesHAB
liddel54,,,,1,,"Therapeutica; hoc est, de sanitate restituenda, medicinae pars altera",,"Bright, Timothie#119350386",,,,,,,,"Frankfurt am Main",,Wechel,1598,,,Therapeutik,,Book,lat,GBV,15106492X,"Aberdeen, Sir Duncan Rice Library","pi 6102 Bri 2",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},858138,,,,1,,,
liddel55,,,,2,,"Hygieina, id est, de sanitate tuenda, medicinae pars prima",,"Bright, Timothie#119350386",,,,,,,,"Frankfurt am Main",,Paltheniana,1598,,,Diätetik,,Book,lat,VD16,"B 8312","Aberdeen, Sir Duncan Rice Library","pi 6102 Bri 2",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},858136,,,,1,,,
liddel56,,,,0,,"De sanitate tuenda, medicinae pars prima",,"Bright, Timothie#119350386",,,,,,,,"Frankfurt am Main",,Wechel,1588,,,Diätetik,,Book,lat,VD16,"B 8311","Aberdeen, Sir Duncan Rice Library","pi 615089 c",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},401251,,,,1,,,
liddel57,,,,1,,"De sanitate restituenda, medicinae pars altera",,"Bright, Timothie#119350386",,,,,,,,"Frankfurt am Main",,Wechel,1589,,,Therapeutik,,Book,lat,GBV,151097046,"Aberdeen, Sir Duncan Rice Library","pi 615089 c",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},401252,,,,1,,,
liddel58,,,,0,,"Henrici Brucaei Belgae Mathematicarum Exercitationum Libri Duo",,"Brucaeus, Heinrich#128649127",,,,,,,,Rostock,,Lucius,1575,,,Mathematik,,Book,lat,VD16,"B 8437","Aberdeen, Sir Duncan Rice Library","pi 52241 Sto 1",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},1196603,,,,1,,,
liddel59,,,,1,,"Propositiones sequentes de apoplexia",,"Brucaeus, Heinrich#128649127",,,,,,,,Rostock,,Myliander,1589,,,Pathologie,,Book,lat,VD16,"ZV 2552","Aberdeen, Sir Duncan Rice Library","pi 61089 t",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},397981,,,,1,,,
liddel60,,,,2,,"Propositiones sequentes de hydrope",,"Brucaeus, Heinrich#128649127",,,,,,,,Rostock,,Myliander,1587,,,Pathologie,,Book,lat,VD16,"ZV 2554","Aberdeen, Sir Duncan Rice Library","pi 61089 t",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},397996,,,,1,,,
liddel61,,,,3,,"De scorbuto",,"Brucaeus, Heinrich#128649127",,,,,,,,Rostock,,Myliander,1589,,,Pathologie,,Book,lat,VD16,"ZV 22672","Aberdeen, Sir Duncan Rice Library","pi 61089 t",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},397982,,,,1,,,
liddel62,,,,0,,"Praxis medicinae theorica et empirica in qua morborum internorum cognitio, eosundemque curatio traditur",,"Bruele, Gualtherus#172853109",,,,,,,,Antwerpen,,Plantin,1579,,,Medizin,,Book,lat,GBV,151065896,"Aberdeen, Sir Duncan Rice Library","pi f616 Bru",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},401367,,,,1,,,
liddel63,,,,0,,"De re cibaria libri XXII, omnium ciborum genera, omnium gentium moribus & usu probata complectentes",,"Bruyerin, Jean-Baptiste#124549373",,,,,,,,"Frankfurt am Main",,Paltheniana,1600,,,Diätetik,,Book,lat,VD16,"B 8809","Aberdeen, Sir Duncan Rice Library","pi 61089 d",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398258,,,,1,,,
liddel64,,,,0,,"Commentariorum C. Iulii Caesaris de bello Gallico lib. VII. et civili Pompeiano lib. III",,"Caesar, Gaius Iulius#118518275",,,,,,,,"Frankfurt am Main",,Wechel,1584,,,Geschichte,,Book,lat,VD16,"C 52","Aberdeen, Sir Duncan Rice Library","pi 87811 3",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},859764,,,,1,,,
liddel65,,,,0,,"Observatio et descriptio novi sideris, qvod in principio Octobris Anno Christi 1572. forma stellae primae magnitudinis apparuit, & per totius Anni",,"Camerarius, Elias#119635690",,,,,,,,"Frankfurt an der Oder",,Eichorn,1573,,,Astronomie,,Book,lat,VD16,"C 332","Aberdeen, Sir Duncan Rice Library","pi 52089 a",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},1196661,,,,1,,,
liddel66,,,,0,,"Synopsis commentariorum de peste",,"Camerarius, Joachim 1534-1598#119101459",,,,,,,,Nürnberg,,Gerlachin,1583,,,Epidemiologie,,Book,lat,VD16,"ZV 19051","Aberdeen, Sir Duncan Rice Library","pi 616923 Cam 1",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},858839,,,,1,,,
liddel67,,,,0,,"Ad illustrissimum potentissimumq; principem ac dominum Dn. Joachimum Fridericum Marchionem Brandeburgensem ... Francofurtum ingredientem, ut solenni more fidelitatis iuramento sibi cives obstringeret, gratulatio",,"Caminaeus, Balthasar#128981512",,,,,,,,"Frankfurt an der Oder",,Hartman,1598,,,Politik,,Book,lat,VD16,"ZV 2886","Aberdeen, Sir Duncan Rice Library","pi 089 u",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},688408,,,,1,,,
liddel68,,,,0,,"De vita ac laudibus dn. Lamperti Distelmeieri, Marchiae Cancellarij, politici, iurisconsulti & oratoris clarissimi./ Balthasaris Caminaei oratio",,"Caminaeus, Balthasar#128981512",,,,,,,,"Frankfurt an der Oder",,"[s. n.]",1590,,,Gelegenheitsschrift,,Book,lat,VD16,"C 597","Aberdeen, Sir Duncan Rice Library","pi 089 r",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},397510,,,,1,,,
liddel69,,,,0,,"Hippocratis aphorismi, ex noua Claudii Campensii interpretatione",,"Champier, Claude#119639785",,,,,,,,Lyon,,Ranot,1579,,,"Antike Medizin",,Book,lat,GBV,311059090,"Aberdeen, Sir Duncan Rice Library","pi 61089 j",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},397946,,,,1,,,
liddel70,,,,0,,"Practica medicina seu methodus cognoscendorum et curandorum omnium humani corporis affectuum",,"Capivaccio, Girolamo#124537359",,,,,,,,"Frankfurt am Main",,Fischer,1594,,,Medizin,,Book,lat,VD16,"C 858","Aberdeen, Sir Duncan Rice Library","pi 616 Cap",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},401369,,,,1,,,
liddel71,,,,0,,"De urinis tractatus",,"Capivaccio, Girolamo#124537359",,,,,,,,Zerbst,,Faber,1595,,,Diagnostik,,Book,lat,VD16,"C 859","Aberdeen, Sir Duncan Rice Library","pi 61089 q",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},397970,,,,1,,,
liddel72,,,,0,,"Contradicentium medicorum liber",,"Cardano, Geronimo#11863822X",,,,,,,,Venedig,,Scotus,1545,,,Medizin,,Book,lat,GBV,329351222,"Aberdeen, Sir Duncan Rice Library","pi 6104 Car 1",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398159,,,,1,,,
liddel73,,,,0,,"Tomus I. Hieronymi Cardani Mediolanensis civisque Bononiensis, ars curandi parua, quae est absolutiss. medendi methodus, & alia, nunc primum aedit, opera, in duos tomos divisa, quae versa pagina indicabit, omnia autem qualia sint autoris Epistola vere praedicat",,"Cardano, Geronimo#11863822X",,,,,,,,Basel,,Henricpetri,1566,,,Therapeutik,,Book,lat,VD16,"C 876","Aberdeen, Sir Duncan Rice Library","pi 61081 Car",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},858264,,,,1,,,
liddel74,,,,0,,"Io. Carionis mathematici chronicorum libri tres : catalogus Pontificorum, Caesarum, Regum & Ducum Venetorum",,"Carion, Johannes#119026376",,,,,,,,Venedig,,Valgris,1553,,,Geschichte,,Book,lat,GBV,357675827,"Aberdeen, Sir Duncan Rice Library","pi 902 Car",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},401838,,,,1,,,
liddel75,,,,1,,Krautterbuch,,"Carrichter, Bartholomaeus#124534473",,,,,,,,Straßburg,,Bertram,1589,,,Pharmazie,,Book,ger,VD16,"C 1208","Aberdeen, Sir Duncan Rice Library","pi 61089 i",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},397942,,,,1,,,
liddel76,,,,2,,"Practica, auss den furnemesten Secretis",,"Carrichter, Bartholomaeus#124534473",,,,,,,,Straßburg,,Bertram,1590,,,Medizin,,Book,ger,VD16,"C 1212","Aberdeen, Sir Duncan Rice Library","pi 61089 i",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},397941,,,,1,,,
liddel77,,,,0,,"Joannis Caselii Ad Graecarum disciplinarum & sincerae amicitiae cultores, in academia Julia, programma",,"Caselius, Johannes#116118547",,,,,,,,Helmstedt,,Lucius,1598,,,Gelegenheitsschrift,,Book,lat,VD16,"C 1258","Aberdeen, Sir Duncan Rice Library","pi 089 u",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},688354,,,,1,,,
liddel78,,,,1,,"Io. Caselii Ad CL. V. Eobaldum Brummerum, I.U.D. amplissimae reip. Stargardiensis in Pomerania syndicum, lugentem carissimae uxoris obitum, pro consolatione epistola",,"Caselius, Johannes#116118547",,,,,,,,Helmstedt,,Lucius,1598,,,Gelegenheitsschrift,,Book,lat,VD16,"C 1254","Aberdeen, Sir Duncan Rice Library","pi 089 u",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},688322,,,,1,,,
liddel79,,,,2,,"Joan. Caselii De bono academiae oratio",,"Caselius, Johannes#116118547",,,,,,,,Helmstedt,,Lucius,1599,,,Gelegenheitsschrift,,Book,lat,VD16,"C 1279","Aberdeen, Sir Duncan Rice Library","pi 089 u",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},688315,,,,1,,,
liddel80,,,,3,,"Ioannis Caselii ad magnae exspectationis adolescentem, Leonardum de Borg, Osnabrugensem, epistola. Drasanti pathein",,"Caselius, Johannes#116118547",,,,,,,,Helmstedt,,Lucius,1600,,,Gelegenheitsschrift,,Book,lat,VD16,"C 1270","Aberdeen, Sir Duncan Rice Library","pi 089 u",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},688357,,,,1,,,
liddel81,,,,4,,"Joan. Caselii Diamarturia adversum duos sycophanticos libellos, in contumeliam aliquot academiae Juliae philosophorum, nuper Lemgouiae editos",,"Caselius, Johannes#116118547",,,,,,,,Helmstedt,,Lucius,1600,,,Gelegenheitsschrift,,Book,lat,VD16,"C 1283","Aberdeen, Sir Duncan Rice Library","pi 089 u",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},688330,,,,1,,,
liddel82,,,,5,,Propolitikos,,"Caselius, Johannes#116118547",,,,,,,,Helmstedt,,Lucius,1600,,,Politik,,Book,lat,VD16,"C 1354","Aberdeen, Sir Duncan Rice Library","pi 089 u",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},688310,,,,1,,,
liddel83,,,,6,,"Joannis Caselii Ad Ernestum viri nobilissimi, Joannis, serenissimo Electori Brandeburg. a consiliis, filium, Coderritium, parainesis",,"Caselius, Johannes#116118547",,,,,,,,Helmstedt,,Lucius,1601,,,Politik,,Book,lat,VD17,23:252894U,"Aberdeen, Sir Duncan Rice Library","pi 089 u",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},688334,,,,1,,,
liddel84,,,,7,,"Programma sub exequias serenissimae principis, divae Hedvigis Brandeburgicae : ad studiosam iuventutem academiae Iuliae",,"Caselius, Johannes#116118547",,,,,,,,Helmstedt,,Lucius,1602,,,Gelegenheitsschrift,,Book,lat,VD17,3:009021S,"Aberdeen, Sir Duncan Rice Library","pi 089 u",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},688339,,,,1,,,
liddel85,,,,8,,"Ioannis Caselii Ad Gregorium Cernicovium Francofurdianum : parainesis",,"Caselius, Johannes#116118547",,,,,,,,Helmstedt,,Lucius,1602,,,Politik,,Book,lat,VD17,3:009017F,"Aberdeen, Sir Duncan Rice Library","pi 089 u",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},688337,,,,1,,,
liddel86,,,,9,,"Diagraphē magisterii philosophici. / Joannis Caselii oratio",,"Caselius, Johannes#116118547",,,,,,,,Helmstedt,,Lucius,1602,,,Gelegenheitsschrift,,Book,lat,VD17,3:009015R,"Aberdeen, Sir Duncan Rice Library","pi 089 u",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},688311,,,,1,,,
liddel87,,,,10,,"Programma sub dies festos Paschatis, P.P. in academia Julia",,"Caselius, Johannes#116118547",,,,,,,,Helmstedt,,Lucius,1603,,,Gelegenheitsschrift,,Book,lat,VD17,23:234126C,"Aberdeen, Sir Duncan Rice Library","pi 089 u",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},688412,,,,1,,,
liddel88,,,,11,,"Programma, in academia Iulia Dionysijs P.P",,"Caselius, Johannes#116118547",,,,,,,,Helmstedt,,Lucius,1603,,,Gelegenheitsschrift,,Book,lat,VD17,23:278705V,"Aberdeen, Sir Duncan Rice Library","pi 089 u",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},688324,,,,1,,,
liddel89,,,,0,,"Ioan. Caselius, ad Laurentium Scheurlum, novum academiae Iuliae hospitem, xenios",,"Caselius, Johannes#116118547",,,,,,,,Helmstedt,,Lucius,1594,,,Gelegenheitsschrift,,Book,lat,VD16,"C 1269","Aberdeen, Sir Duncan Rice Library","pi 8085 Cas",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},858994,,,,1,,,
liddel90,,,,1,,"Ioan. Caselii ad Ernestum ab Honroda a nobis iter suscipientem patauium epistola. Ioan. Peparini ad eundem carmen propempticon",,"Caselius, Johannes#116118547",,,,,,,,Helmstedt,,Lucius,1596,,,Gelegenheitsschrift,,Book,lat,VD16,"C 1256","Aberdeen, Sir Duncan Rice Library","pi 8085 Cas",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},858983,,,,1,,,
liddel91,,,,2,,"Ioan. Caselii retor sive De magistro dicendi",,"Caselius, Johannes#116118547",,,,,,,,Helmstedt,,Lucius,1596,,,Rhetorik,,Book,lat,VD16,"C 1358","Aberdeen, Sir Duncan Rice Library","pi 8085 Cas",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},858977,,,,1,,,
liddel92,,,,3,,"Ioannis Caselii neos kai prodidaskalos, ille ad tirones academicos, hic ad eos, qui in academiis privatas scholas habent",,"Caselius, Johannes#116118547",,,,,,,,Helmstedt,,Lucius,1597,,,Gelegenheitsschrift,,Book,lat,VD16,"C 1332","Aberdeen, Sir Duncan Rice Library","pi 8085 Cas",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},858981,,,,1,,,
liddel93,,,,4,,"Iouleion ad R.mum & Ill.mum principem Henricum Iulium, Episcopum Halberstad. Ducem Brunsuig. & Lunaeburg",,"Caselius, Johannes#116118547",,,,,,,,Rostock,,Myliander,1596,,,Gelegenheitsschrift,,Book,lat,VD16,"C 1318","Aberdeen, Sir Duncan Rice Library","pi 8085 Cas",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},858979,,,,1,,,
liddel94,,,,0,,"Joannis Caselii ad illustrissimum Principem Dn. Huldericum, serenissimi regis Daniae Friderici II. filium, heredem Noruegiae, Ducem Holsatiae etc. Epistola genethliaca",,"Caselius, Johannes#116118547",,,,,,,,Helmstedt,,"In Academia Julia",1592,,,Gelegenheitsschrift,,Book,lat,VD16,"C 1266","Aberdeen, Sir Duncan Rice Library","pi 089 r",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},397507,,,,1,,,
liddel95,,,,1,,"Joannis Caselii Ad Gvilelmvm Henricvm Cranichfeldivm. Epistola parainetik?",,"Caselius, Johannes#116118547",,,,,,,,Helmstedt,,"In Academia Julia",1592,,,Politik,,Book,lat,VD16,"C 1260","Aberdeen, Sir Duncan Rice Library","pi 089 r",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},851255,,,,1,,,
liddel96,,,,2,,"Ioannis Caselii Eucharistikos, Siue De Academia. Orationis argumentum sequente ad lectorem epistola plenius declaratur",,"Caselius, Johannes#116118547",,,,,,,,Helmstedt,,"In Academia Julia",1592,,,Gelegenheitsschrift,,Book,lat,VD16,"C 1301","Aberdeen, Sir Duncan Rice Library","pi 089 r",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},851256,,,,1,,,
liddel97,,,,3,,"Elogium Erhardi Hofmanni, bonarum artium magistri, professoris mathematum in acad. Iulia. Perscriptum ab Ioann. Caselio",,"Caselius, Johannes#116118547",,,,,,,,Helmstedt,,"In Academia Julia",1593,,,Gelegenheitsschrift,,Book,lat,VD16,"C 1290","Aberdeen, Sir Duncan Rice Library","pi 089 r",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},397509,,,,1,,,
liddel98,,,,4,,"Epitaphios Elisabethae Bureniae perscriptus ab Joanne Caselio",,"Caselius, Johannes#116118547",,,,,,,,Helmstedt,,Lucius,1593,,,Gelegenheitsschrift,,Book,lat,VD16,"C 1294","Aberdeen, Sir Duncan Rice Library","pi 089 r",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},851258,,,,1,,,
liddel99,,,,5,,"Ioannis Caselii Programma P.P. Idib. Nouemb. 1593. Eiusdem commentatio: cum plaeriq; se à litteris, & per eas ad certum vitae genus, siue aliam professionem applicent, quibus litteris, tamquam necessarijs adminiculis illorum cuiq; ad finem suum opus esse videatur",,"Caselius, Johannes#116118547",,,,,,,,Helmstedt,,Lucius,1594,,,Gelegenheitsschrift,,Book,lat,VD16,"C 1353","Aberdeen, Sir Duncan Rice Library","pi 089 r",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},851259,,,,1,,,
liddel100,,,,6,,"Ioannis Caselii Ad Guilelmum Henricum Cranichfeldium, Patricium Erphurdiensem epistola parainetik?. Eiusdem aliae, plaeraeq[ue] eiusdem generis",,"Caselius, Johannes#116118547",,,,,,,,Helmstedt,,Lucius,1594,,,Gelegenheitsschrift,,Book,lat,VD16,"C 1261","Aberdeen, Sir Duncan Rice Library","pi 089 r",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},851260,,,,1,,,
liddel101,,,,7,,"Io. Caselii Ad Mathiam, generosi dn. Danielis filium, de Schulenburgk parainetikos",,"Caselius, Johannes#116118547",,,,,,,,Helmstedt,,"In Academia Julia",1595,,,Gelegenheitsschrift,,Book,lat,VD16,"C 1272","Aberdeen, Sir Duncan Rice Library","pi 089 r",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},851224,,,,1,,,
liddel102,,,,8,,"Ioannis Caselii oratio funebris Ioanni Georgio a Leisten, nobili equiti Megapolitano",,"Caselius, Johannes#116118547",,,,,,,,Helmstedt,,Lucius,1596,,,Gelegenheitsschrift,,Book,lat,VD16,"C 1340","Aberdeen, Sir Duncan Rice Library","pi 089 r",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},397508,,,,1,,,
liddel103,,,,0,,"Tractatus brevis de natura, et causis pestis, quae hoc anno M.D. XCVI Hamburgensem civitatem affligit",,"Castro, Rodericus a#124497012",,,,,,,,Hamburg,,Lucius,1596,,,Epidemiologie,,Book,lat,VD16,"C 1508","Aberdeen, Sir Duncan Rice Library","pi 616923 Cas",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398497,,,,1,,,
liddel104,,,,0,,"Keb?tos Th?baiu Pinax = Cebetis Thebani Tabvla : in qua omnes vitae humanae rationes ob oculos ponuntur, & vna vera ostenditur, quam ingredi oportet eum, qui se non ipse in exilium praecipitare, quam tuto loco constituere malit",,"Cebes Philosophus#100076378",,,,,,,,Helmstedt,,Lucius,1594,,,Philosophie,,Book,grc;lat,VD16,"C 1755","Aberdeen, Sir Duncan Rice Library","pi 089 r",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},851246,,,,1,,,
liddel105,,,,0,,"De metallicis : libri tres",,"Cesalpino, Andrea#117668257",,,,,,,,Nürnberg,,Agricola,1602,,,Physik,,Book,lat,VD17,12:133252R,"Aberdeen, Sir Duncan Rice Library","pi 615089 b",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},401248,,,,1,,,
liddel106,,,,0,,"Enchiridion chirurgicum praeter tutissimam Chalmetei practicen breuem externorum affectuum theoriam complectens",,"Chaumette, Antoine#1022100882",,,,,,,,Lyon,,Lertout,1588,,,Chirurgie,,Book,lat,GBV,569083052,"Aberdeen, Sir Duncan Rice Library","pi 6102 Ale 2",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398074,,,,1,,,
liddel107,,,,0,,"Enchiridion medicum de cognoscendis curandisque tam externis, quam internis humani corporis morbis",,"Trincavelli, Vittore#119091232",,,,,,,,Basel,,Oporinus,1583,,,Medizin,,Book,lat,VD16,"T 1951","Aberdeen, Sir Duncan Rice Library","pi 616 Tri",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398432,,,,1,,,
liddel108,,,,1,,"Tractatio geometrica. De qvadratvra circvli, in decem capita distribvta. Adversus errores tam veterum, quam recentiorum mechanicorum. / Scripta a M. Iacobo Christmanno Ioannisbergensi, inclytae Academiae Heidelbergensis Professore",,"Christmann, Jakob#124886760",,,,,,,,"Frankfurt am Main",,Paltheniana,1595,,,Mathematik,,Book,lat,VD16,"C 2449","Aberdeen, Sir Duncan Rice Library","pi 52089 a",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},1196622,,,,1,,,
liddel109,,,,2,,"Epistola chronologica ad clarissimvm virvm Ivstvm Lipsivm: qua constans annorum Hebraeorum connexio demonstratur, et non leues aliorum errores luculenter refutantur: / Scripta à M. Iacobo Christmanno Ioannisbergensi, inclytae academiae Heidelbergae Professore",,"Christmann, Jakob#124886760",,,,,,,,Heidelberg,,Harnisch,1591,,,Astronomie,,Book,lat,VD16,"C 2447","Aberdeen, Sir Duncan Rice Library","pi 52089 a",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},1196627,,,,1,,,
liddel110,,,,0,,"Observationum solarium libri tres. In quibus explicatur verus motus solis in zodiaco: & universa doctrina triangulorum, ad rationes apparentium coelestium accommodatur",,"Christmann, Jakob#124886760",,,,,,,,Basel,,Zetzner,1601,,,Astronomie,,Book,lat,VD17,23:000263M,"Aberdeen, Sir Duncan Rice Library","pi 524 Sch",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},401188,,,,1,,,
liddel111,,,,0,,"Davidis Chytraei Chronologia Historiae Herodoti et Thvcydidis. Cui adiecta est series temporum mundi à prima conditione usque ad hunc annum M. D. XCII. deducta",,"Chyträus, David#119009137",,,,,,,,Helmstedt,,Lucius,1593,,,Geschichte,,Book,lat,VD16,"C 2571","Aberdeen, Sir Duncan Rice Library","pi 888104 Chy",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},860605,,,,1,,,
liddel112,,,,0,,"Dauidis Chytraei chronici Saxoniae & vicini orbis arctoj pars secunda",,"Chyträus, David#119009137",,,,,,,,Rostock,,Myliander,1590,,,Geschichte,,Book,lat,VD16,"C 2722","Aberdeen, Sir Duncan Rice Library","pi 9(432) Chy 1",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},401520,,,,1,,,
liddel113,,,,0,,"M. Tullii Ciceronis alterum epistolarum volumen. Ad T. Atticum. Ad M. Brutum. Ad Quintum fratrem. (Ad Octavium.)",,"Cicero, Marcus Tullius#118520814",,,,,,,,Straßburg,,Rihel,1541,,,Literatur,,Book,lat,VD16,"C 2960","Aberdeen, Sir Duncan Rice Library","pi 875131 s",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},859545,,,,1,,,
liddel114,,,,0,,"In hoc volumine haec continentur. Rhetoricorum ad C. Herennium lib. IIII, M.T. Ciceronis de inventione lib. II. Eiusdem de oratore ad Quintum fratrem lib. III ... de claris oratoribus ... lib. I .... orator ad Brutum lib. I ... topica ad Trebatium lib. I ... oratoriae partitiones lib. I",,"Cicero, Marcus Tullius#118520814",,,,,,,,Straßburg,,Rihel,1578,,,Rhetorik,,Book,lat,VD16,"C 3895","Aberdeen, Sir Duncan Rice Library","pi 875133 Stu",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},859610,,,,1,,,
liddel115,,,,0,,"M.T. Ciceronis epistolarum volumen primum quod est librorum XVI",,"Cicero, Marcus Tullius#118520814",,,,,,,,Straßburg,,Rihel,1583,,,Literatur,,Book,lat,VD16,"C 2971","Aberdeen, Sir Duncan Rice Library","pi 875131 M 2",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},859542,,,,1,,,
liddel116,,,,0,,"M.T. Ciceronis librorum philosophicorum volumen I. Post Naugerianam & Victorianam correctionem, emendatum a Ioan. Sturmio",,"Cicero, Marcus Tullius#118520814",,,,,,,,Straßburg,,Rihel,1574,,,Philosophie,,Book,lat,VD16,"C 2857","Aberdeen, Sir Duncan Rice Library","pi 875134 Stu",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},859660,,,,1,,,
liddel117,,,,0,,"M.T. Ciceronis de officiis lib. III. Cato maior, sive de Senectute. Laelius, sive de Amicitia. Somnium Scipionis. Paradox. Sylloge lib. de Repub. Post postremam Navgerianam & Victorianam correctionem, emendata a Ioanne Sturmio",,"Cicero, Marcus Tullius#118520814",,,,,,,,Straßburg,,Rihel,1582,,,Philosophie,,Book,lat,VD16,"C 3223","Aberdeen, Sir Duncan Rice Library","pi 875132 Stu",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},859584,,,,1,,,
liddel118,,,,0,,"Caroli Clusii rariorum aliquot stirpium per Hispanias obseruatarum historia, libris duobus expressa",,"L'Ecluse, Charles de#118890646",,,,,,,,Antwerpen,,Plantin,1576,,,Geschichte,,Book,lat,GBV,15117721X,"Aberdeen, Sir Duncan Rice Library","pi 58(46) Lec",,,https://aulib.abdn.ac.uk/F?func=direct&local_base=ABN01&doc_number={ID},398402,,,,1,,,
